project_id,carrier_id,source_file,source_row_number,ingestion_timestamp_utc,as_of_date,effective_date,expiration_date,gross_premium,net_premium,commission_amount,ceded_commission_amount,commission_rate_pct,quota_share_pct,penal_amount,product_name,premium_state,principal_name,principal_address,broker_name,broker_state,obligee_name,obligee_state,zip_code,zip_valid_format,zip_in_hud,zip_error_reason,zip_valid_flag,state_fips,county_fips,tract_fips,tract_match_ratio,tract_match_flag,tract_error_reason,cejst_disadvantaged,lidac_eligible,lidac_reason
C002_000018,C002,C002_20251201_bordereaux.xlsx,19,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2024-02-21,2025-02-20,49138.15,46924.48,6510.8,2213.67,0.1325,0.34,382689.98,Storage + Solar Combo Bond,CO,GreenBeam Energy Inc.,"5379 Renewal Ave, CO 80202",Summit Risk Partners,CO,County Infrastructure Board,TX,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
C002_000021,C002,C002_20251201_bordereaux.xlsx,22,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2025-05-11,2026-05-11,56313.48,52243.42,6898.4,4070.06,0.1225,0.59,363188.99,Solar Decommissioning Bond,GA,GreenBeam Energy Inc.,"8559 Energy Blvd, GA 30303",Evergreen Risk Advisors,WA,Commonwealth Energy Authority,MA,30303,True,True,,True,13,121,13121011901,0.5061124694376528,True,,,,
C002_000022,C002,C002_20251201_bordereaux.xlsx,23,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2025-02-17,2026-02-17,14571.11,13278.81,2749.57,1292.3,0.1887,0.47,65252.85,Solar Decommissioning Bond,PA,GreenBeam Energy Inc.,"1495 Renewal Ave, MA 02215",Summit Risk Partners,TX,City of Bloomsburg,CO,02215,True,True,,True,25,025,25025010205,0.3022048250519252,True,,,,
C002_000024,C002,C002_20251201_bordereaux.xlsx,25,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2024-12-05,2025-12-05,69052.57,65845.77,10689.34,3206.8,0.1548,0.3,670999.67,Solar Decommissioning Bond,WA,BrightFuture Renewables,"9690 Solar Way, WA 98109",Evergreen Risk Advisors,TX,City of Bloomsburg,GA,98109,True,True,,True,53,033,53033007303,0.1439698583487302,True,,,,
C002_000025,C002,C002_20251201_bordereaux.xlsx,26,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2025-11-01,2026-11-01,60186.66,56406.94,7559.44,3779.72,0.1256,0.5,435960.45,Solar Interconnection Bond,CA,Sunrise Solar LLC,"2147 Renewal Ave, CA 92101",Blue Horizon Brokerage,GA,Metropolitan Transit Authority,MA,92101,True,True,,True,06,073,06073005202,0.1073395467062063,True,,,,
C002_000026,C002,C002_20251201_bordereaux.xlsx,27,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2024-07-13,2025-07-13,32532.18,30897.5,3715.17,1634.68,0.1142,0.44,474601.22,Storage + Solar Combo Bond,MA,BrightFuture Renewables,"1496 Energy Blvd, GA 30308",Summit Risk Partners,TX,Metropolitan Transit Authority,PA,30308,True,True,,True,13,121,13121001902,0.1724083521800873,True,,,,
C002_000032,C002,C002_20251201_bordereaux.xlsx,33,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2023-07-19,2024-07-18,16272.31,15578.52,1825.75,693.79,0.1122,0.38,72304.18,Community Solar Performance Bond,PA,EcoArray Development Partners,"9825 Main St, GA 30308",Evergreen Risk Advisors,TX,Metropolitan Transit Authority,PA,30308,True,True,,True,13,121,13121001902,0.1724083521800873,True,,,,
C002_000035,C002,C002_20251201_bordereaux.xlsx,36,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2025-09-19,2026-09-19,72273.38,69947.84,10111.05,2325.54,0.1399,0.23,789856.44,Solar EPC Performance Bond,TX,NovaGrid Power Solutions,"3453 Main St, TX 78701",Summit Risk Partners,PA,City of Bloomsburg,PA,78701,True,True,,True,48,453,48453001103,0.3986646038596205,True,,,,
C002_000036,C002,C002_20251201_bordereaux.xlsx,37,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2023-08-31,2024-08-30,26123.22,24596.97,2677.63,1526.25,0.1025,0.57,152449.33,Community Solar Performance Bond,MA,EcoArray Development Partners,"5902 Renewal Ave, MA 02215",SolarSure Brokers,PA,Commonwealth Energy Authority,MA,02215,True,True,,True,25,025,25025010205,0.3022048250519252,True,,,,
C002_000037,C002,C002_20251201_bordereaux.xlsx,38,2025-12-02 09:09:01.085116+00:00,2025-12-02 00:00:00+00:00,2023-01-27,2024-01-27,49265.1,45461.05,11887.67,3804.05,0.2413,0.32,223434.84,Storage + Solar Combo Bond,MA,BrightFuture Renewables,"2524 Main St, MA 02215",SolarSure Brokers,TX,State Renewable Development Fund,MA,02215,True,True,,True,25,025,25025010205,0.3022048250519252,True,,,,
C001_000003,C001,C001_20251201_bordereaux.xlsx,4,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2024-05-06,2025-05-06,60414.92,58457.48,7829.77,1957.44,0.1296,0.25,401874.36,Community Solar Performance Bond,WA,BrightFuture Renewables,"2620 Solar Way, GA 30308",Blue Horizon Brokerage,GA,Commonwealth Energy Authority,CA,30308,True,True,,True,13,121,13121001902,0.1724083521800873,True,,,,
C001_000007,C001,C001_20251201_bordereaux.xlsx,8,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-03-24,2024-03-23,15969.02,14410.79,2885.6,1558.23,0.1807,0.54,117703.59,Solar EPC Performance Bond,TX,EcoArray Development Partners,"6211 Solar Way, TX 77002",Blue Horizon Brokerage,CA,Metropolitan Transit Authority,CA,77002,True,True,,True,48,201,48201100001,0.4932639314145744,True,,,,
C001_000008,C001,C001_20251201_bordereaux.xlsx,9,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-08-20,2024-08-19,19423.59,18080.1,4071.18,1343.49,0.2096,0.33,183598.91,Solar Interconnection Bond,CA,NovaGrid Power Solutions,"6349 Main St, GA 30303",Evergreen Risk Advisors,TX,City of Bloomsburg,GA,30303,True,True,,True,13,121,13121011901,0.5061124694376528,True,,,,
C001_000011,C001,C001_20251201_bordereaux.xlsx,12,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-03-28,2024-03-27,46988.73,44663.92,5535.27,2324.81,0.1178,0.42,196048.14,Community Solar Performance Bond,CO,NovaGrid Power Solutions,"8307 Energy Blvd, CO 80202",Summit Risk Partners,WA,Commonwealth Energy Authority,PA,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
C001_000012,C001,C001_20251201_bordereaux.xlsx,13,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-11-15,2026-11-15,50057.7,48856.22,5461.3,1201.48,0.1091,0.22,425785.77,Solar EPC Performance Bond,WA,BrightFuture Renewables,"9712 Solar Way, WA 98004",SolarSure Brokers,CO,State Renewable Development Fund,TX,98004,True,True,,True,53,033,53033023807,0.1850302978578134,True,,,,
C001_000013,C001,C001_20251201_bordereaux.xlsx,14,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2024-09-09,2025-09-09,64574.43,60973.76,10590.21,3600.67,0.164,0.34,912927.29,Community Solar Performance Bond,CO,GreenBeam Energy Inc.,"2262 Main St, CO 80202",Atlantic Surety Group,GA,Metropolitan Transit Authority,GA,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
C001_000014,C001,C001_20251201_bordereaux.xlsx,15,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2024-07-20,2025-07-20,19759.84,18497.42,2869.13,1262.42,0.1452,0.44,254974.07,Community Solar Performance Bond,CO,BrightFuture Renewables,"3046 Renewal Ave, CO 80202",SolarSure Brokers,MA,County Infrastructure Board,PA,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
C001_000015,C001,C001_20251201_bordereaux.xlsx,16,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-02-10,2026-02-10,65818.37,63400.2,10991.67,2418.17,0.167,0.22,610966.45,Community Solar Performance Bond,WA,EcoArray Development Partners,"5266 Energy Blvd, GA 30303",Evergreen Risk Advisors,MA,State Renewable Development Fund,PA,30303,True,True,,True,13,121,13121011901,0.5061124694376528,True,,,,
C001_000017,C001,C001_20251201_bordereaux.xlsx,18,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-06-04,2024-06-03,59277.27,56980.57,8506.29,2296.7,0.1435,0.27,238206.17,Solar EPC Performance Bond,GA,GreenBeam Energy Inc.,"1368 Energy Blvd, GA 30303",Evergreen Risk Advisors,MA,Commonwealth Energy Authority,WA,30303,True,True,,True,13,121,13121011901,0.5061124694376528,True,,,,
C001_000018,C001,C001_20251201_bordereaux.xlsx,19,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-08-14,2026-08-14,46789.74,44719.29,6901.49,2070.45,0.1475,0.3,197586.56,Storage + Solar Combo Bond,CA,BrightFuture Renewables,"6864 Main St, GA 30308",SolarSure Brokers,GA,County Infrastructure Board,GA,30308,True,True,,True,13,121,13121001902,0.1724083521800873,True,,,,
C001_000019,C001,C001_20251201_bordereaux.xlsx,20,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-06-05,2026-06-05,36909.71,35701.66,4026.85,1208.05,0.1091,0.3,463069.05,Solar Interconnection Bond,TX,NovaGrid Power Solutions,"2900 Main St, TX 78701",Atlantic Surety Group,TX,State Renewable Development Fund,WA,78701,True,True,,True,48,453,48453001103,0.3986646038596205,True,,,,
C001_000020,C001,C001_20251201_bordereaux.xlsx,21,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-12-21,2026-12-21,7113.5,6913.92,950.36,199.58,0.1336,0.21,29731.62,Storage + Solar Combo Bond,MA,Sunrise Solar LLC,"5723 Renewal Ave, MA 02139",Atlantic Surety Group,CA,State Renewable Development Fund,CA,02139,True,True,,True,25,017,25017359400,0.2496010565124085,True,,,,
C001_000022,C001,C001_20251201_bordereaux.xlsx,23,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-01-28,2024-01-28,16932.46,16140.22,1886.28,792.24,0.1114,0.42,126073.54,Storage + Solar Combo Bond,WA,NovaGrid Power Solutions,"7801 Main St, WA 98004",Summit Risk Partners,CO,City of Bloomsburg,PA,98004,True,True,,True,53,033,53033023807,0.1850302978578134,True,,,,
C001_000023,C001,C001_20251201_bordereaux.xlsx,24,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-06-19,2026-06-19,61660.86,58760.7,10741.32,2900.16,0.1742,0.27,571786.74,Storage + Solar Combo Bond,CA,NovaGrid Power Solutions,"4306 Renewal Ave, CA 92101",Summit Risk Partners,CO,Metropolitan Transit Authority,WA,92101,True,True,,True,06,073,06073005202,0.1073395467062063,True,,,,
C001_000025,C001,C001_20251201_bordereaux.xlsx,26,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-08-30,2024-08-29,24794.73,23523.13,3260.51,1271.6,0.1315,0.39,275817.63,Storage + Solar Combo Bond,CA,GreenBeam Energy Inc.,"4804 Energy Blvd, TX 75201",Evergreen Risk Advisors,TX,City of Bloomsburg,GA,75201,True,True,,True,48,113,48113003103,0.1955996281375891,True,,,,
C001_000027,C001,C001_20251201_bordereaux.xlsx,28,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-11-12,2026-11-12,3431.73,3285.37,585.45,146.36,0.1706,0.25,35781.95,Solar Decommissioning Bond,WA,BrightFuture Renewables,"5781 Solar Way, CO 80202",Summit Risk Partners,TX,County Infrastructure Board,CA,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
C001_000028,C001,C001_20251201_bordereaux.xlsx,29,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-01-18,2026-01-18,14684.96,14102.11,2158.69,582.85,0.147,0.27,184822.28,Solar Interconnection Bond,CA,EcoArray Development Partners,"666 Main St, CA 92101",Atlantic Surety Group,MA,State Renewable Development Fund,CA,92101,True,True,,True,06,073,06073005202,0.1073395467062063,True,,,,
C001_000030,C001,C001_20251201_bordereaux.xlsx,31,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-08-29,2024-08-28,39993.99,37762.77,4747.29,2231.22,0.1187,0.47,507827.37,Solar Interconnection Bond,TX,BrightFuture Renewables,"5801 Energy Blvd, TX 77002",Blue Horizon Brokerage,MA,County Infrastructure Board,PA,77002,True,True,,True,48,201,48201100001,0.4932639314145744,True,,,,
C001_000034,C001,C001_20251201_bordereaux.xlsx,35,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-04-18,2024-04-17,21431.25,20612.79,2728.2,818.46,0.1273,0.3,230120.48,Storage + Solar Combo Bond,TX,BrightFuture Renewables,"8369 Solar Way, TX 77002",Evergreen Risk Advisors,WA,City of Bloomsburg,CA,77002,True,True,,True,48,201,48201100001,0.4932639314145744,True,,,,
C001_000035,C001,C001_20251201_bordereaux.xlsx,36,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2025-07-24,2026-07-24,67686.49,63806.97,8433.74,3879.52,0.1246,0.46,685563.36,Solar EPC Performance Bond,WA,NovaGrid Power Solutions,"6555 Main St, CA 92101",SolarSure Brokers,PA,City of Bloomsburg,TX,92101,True,True,,True,06,073,06073005202,0.1073395467062063,True,,,,
C001_000037,C001,C001_20251201_bordereaux.xlsx,38,2025-12-02 09:09:01.096113+00:00,2025-12-02 00:00:00+00:00,2023-09-26,2024-09-25,23614.07,22175.05,5329.7,1439.02,0.2257,0.27,144495.52,Solar Interconnection Bond,WA,Sunrise Solar LLC,"6873 Solar Way, CO 80202",SolarSure Brokers,PA,City of Bloomsburg,CA,80202,True,True,,True,08,031,08031001705,0.188263783296728,True,,,,
